id,Location,AQI,Grade,Pollutant,Airquality,Year_Month,Day
2121,东城东四,67,II,可吸入颗粒物,良,2012-7,1
2122,西城万寿西宫,71,II,可吸入颗粒物,良,2012-7,1
2123,朝阳奥体中心,73,II,可吸入颗粒物,良,2012-7,1
2124,海淀北京植物园,69,II,可吸入颗粒物,良,2012-7,1
2125,丰台花园,68,II,可吸入颗粒物,良,2012-7,1
2126,通州新城,61,II,可吸入颗粒物,良,2012-7,1
2127,怀柔镇,58,II,可吸入颗粒物,良,2012-7,1
2128,东城东四,76,II,可吸入颗粒物,良,2012-7,2
2129,西城万寿西宫,68,II,可吸入颗粒物,良,2012-7,2
2130,朝阳奥体中心,81,II,可吸入颗粒物,良,2012-7,2
2131,海淀北京植物园,55,II,可吸入颗粒物,良,2012-7,2
2132,丰台花园,65,II,可吸入颗粒物,良,2012-7,2
2133,通州新城,69,II,可吸入颗粒物,良,2012-7,2
2134,怀柔镇,66,II,可吸入颗粒物,良,2012-7,2
2135,东城东四,60,II,可吸入颗粒物,良,2012-7,3
2136,西城万寿西宫,60,II,可吸入颗粒物,良,2012-7,3
2137,朝阳奥体中心,77,II,可吸入颗粒物,良,2012-7,3
2138,海淀北京植物园,54,II,可吸入颗粒物,良,2012-7,3
2139,丰台花园,63,II,可吸入颗粒物,良,2012-7,3
2140,通州新城,53,II,可吸入颗粒物,良,2012-7,3
2141,怀柔镇,39,I,-,优,2012-7,3
2142,东城东四,72,II,可吸入颗粒物,良,2012-7,4
2143,西城万寿西宫,72,II,可吸入颗粒物,良,2012-7,4
2144,朝阳奥体中心,77,II,可吸入颗粒物,良,2012-7,4
2145,海淀北京植物园,67,II,可吸入颗粒物,良,2012-7,4
2146,丰台花园,69,II,可吸入颗粒物,良,2012-7,4
2147,通州新城,60,II,可吸入颗粒物,良,2012-7,4
2148,怀柔镇,48,I,-,优,2012-7,4
2149,东城东四,66,II,可吸入颗粒物,良,2012-7,5
2150,西城万寿西宫,69,II,可吸入颗粒物,良,2012-7,5
2151,朝阳奥体中心,69,II,可吸入颗粒物,良,2012-7,5
2152,海淀北京植物园,75,II,可吸入颗粒物,良,2012-7,5
2153,丰台花园,66,II,可吸入颗粒物,良,2012-7,5
2154,通州新城,60,II,可吸入颗粒物,良,2012-7,5
2155,怀柔镇,65,II,可吸入颗粒物,良,2012-7,5
2156,东城东四,60,II,可吸入颗粒物,良,2012-7,6
2157,西城万寿西宫,60,II,可吸入颗粒物,良,2012-7,6
2158,朝阳奥体中心,59,II,可吸入颗粒物,良,2012-7,6
2159,海淀北京植物园,60,II,可吸入颗粒物,良,2012-7,6
2160,丰台花园,54,II,可吸入颗粒物,良,2012-7,6
2161,通州新城,62,II,可吸入颗粒物,良,2012-7,6
2162,怀柔镇,54,II,可吸入颗粒物,良,2012-7,6
2163,东城东四,89,II,可吸入颗粒物,良,2012-7,7
2164,西城万寿西宫,85,II,可吸入颗粒物,良,2012-7,7
2165,朝阳奥体中心,94,II,可吸入颗粒物,良,2012-7,7
2166,海淀北京植物园,84,II,可吸入颗粒物,良,2012-7,7
2167,丰台花园,81,II,可吸入颗粒物,良,2012-7,7
2168,通州新城,75,II,可吸入颗粒物,良,2012-7,7
2169,怀柔镇,68,II,可吸入颗粒物,良,2012-7,7
2170,东城东四,84,II,可吸入颗粒物,良,2012-7,8
2171,西城万寿西宫,87,II,可吸入颗粒物,良,2012-7,8
2172,朝阳奥体中心,89,II,可吸入颗粒物,良,2012-7,8
2173,海淀北京植物园,93,II,可吸入颗粒物,良,2012-7,8
2174,丰台花园,79,II,可吸入颗粒物,良,2012-7,8
2175,通州新城,78,II,可吸入颗粒物,良,2012-7,8
2176,怀柔镇,68,II,可吸入颗粒物,良,2012-7,8
2177,东城东四,65,II,可吸入颗粒物,良,2012-7,9
2178,西城万寿西宫,65,II,可吸入颗粒物,良,2012-7,9
2179,朝阳奥体中心,63,II,可吸入颗粒物,良,2012-7,9
2180,海淀北京植物园,63,II,可吸入颗粒物,良,2012-7,9
2181,丰台花园,61,II,可吸入颗粒物,良,2012-7,9
2182,通州新城,57,II,可吸入颗粒物,良,2012-7,9
2183,怀柔镇,63,II,可吸入颗粒物,良,2012-7,9
2184,东城东四,48,I,-,优,2012-7,10
2185,西城万寿西宫,53,II,可吸入颗粒物,良,2012-7,10
2186,朝阳奥体中心,43,I,-,优,2012-7,10
2187,海淀北京植物园,51,II,可吸入颗粒物,良,2012-7,10
2188,丰台花园,50,I,-,优,2012-7,10
2189,通州新城,37,I,-,优,2012-7,10
2190,怀柔镇,34,I,-,优,2012-7,10
2191,东城东四,44,I,-,优,2012-7,11
2192,西城万寿西宫,45,I,-,优,2012-7,11
2193,朝阳奥体中心,45,I,-,优,2012-7,11
2194,海淀北京植物园,44,I,-,优,2012-7,11
2195,丰台花园,46,I,-,优,2012-7,11
2196,通州新城,38,I,-,优,2012-7,11
2197,怀柔镇,27,I,-,优,2012-7,11
2198,东城东四,51,II,可吸入颗粒物,良,2012-7,12
2199,西城万寿西宫,52,II,可吸入颗粒物,良,2012-7,12
2200,朝阳奥体中心,40,I,-,优,2012-7,12
2201,海淀北京植物园,48,I,-,优,2012-7,12
2202,丰台花园,48,I,-,优,2012-7,12
2203,通州新城,37,I,-,优,2012-7,12
2204,怀柔镇,23,I,-,优,2012-7,12
2205,东城东四,41,I,-,优,2012-7,13
2206,西城万寿西宫,34,I,-,优,2012-7,13
2207,朝阳奥体中心,31,I,-,优,2012-7,13
2208,海淀北京植物园,26,I,-,优,2012-7,13
2209,丰台花园,45,I,-,优,2012-7,13
2210,通州新城,41,I,-,优,2012-7,13
2211,怀柔镇,16,I,-,优,2012-7,13
2212,东城东四,52,II,可吸入颗粒物,良,2012-7,14
2213,西城万寿西宫,52,II,可吸入颗粒物,良,2012-7,14
2214,朝阳奥体中心,52,II,可吸入颗粒物,良,2012-7,14
2215,海淀北京植物园,34,I,-,优,2012-7,14
2216,丰台花园,53,II,可吸入颗粒物,良,2012-7,14
2217,通州新城,65,II,可吸入颗粒物,良,2012-7,14
2218,怀柔镇,28,I,-,优,2012-7,14
2219,东城东四,55,II,可吸入颗粒物,良,2012-7,15
2220,西城万寿西宫,54,II,可吸入颗粒物,良,2012-7,15
2221,朝阳奥体中心,57,II,可吸入颗粒物,良,2012-7,15
2222,海淀北京植物园,48,I,-,优,2012-7,15
2223,丰台花园,59,II,可吸入颗粒物,良,2012-7,15
2224,通州新城,59,II,可吸入颗粒物,良,2012-7,15
2225,怀柔镇,36,I,-,优,2012-7,15
2226,东城东四,77,II,可吸入颗粒物,良,2012-7,16
2227,西城万寿西宫,75,II,可吸入颗粒物,良,2012-7,16
2228,朝阳奥体中心,77,II,可吸入颗粒物,良,2012-7,16
2229,海淀北京植物园,58,II,可吸入颗粒物,良,2012-7,16
2230,丰台花园,75,II,可吸入颗粒物,良,2012-7,16
2231,通州新城,67,II,可吸入颗粒物,良,2012-7,16
2232,怀柔镇,49,I,-,优,2012-7,16
2233,东城东四,76,II,可吸入颗粒物,良,2012-7,17
2234,西城万寿西宫,74,II,可吸入颗粒物,良,2012-7,17
2235,朝阳奥体中心,86,II,可吸入颗粒物,良,2012-7,17
2236,海淀北京植物园,74,II,可吸入颗粒物,良,2012-7,17
2237,丰台花园,79,II,可吸入颗粒物,良,2012-7,17
2238,通州新城,60,II,可吸入颗粒物,良,2012-7,17
2239,怀柔镇,64,II,可吸入颗粒物,良,2012-7,17
2240,东城东四,69,II,可吸入颗粒物,良,2012-7,18
2241,西城万寿西宫,72,II,可吸入颗粒物,良,2012-7,18
2242,朝阳奥体中心,74,II,可吸入颗粒物,良,2012-7,18
2243,海淀北京植物园,80,II,可吸入颗粒物,良,2012-7,18
2244,丰台花园,68,II,可吸入颗粒物,良,2012-7,18
2245,通州新城,57,II,可吸入颗粒物,良,2012-7,18
2246,怀柔镇,62,II,可吸入颗粒物,良,2012-7,18
2247,东城东四,80,II,可吸入颗粒物,良,2012-7,19
2248,西城万寿西宫,78,II,可吸入颗粒物,良,2012-7,19
2249,朝阳奥体中心,84,II,可吸入颗粒物,良,2012-7,19
2250,海淀北京植物园,87,II,可吸入颗粒物,良,2012-7,19
2251,丰台花园,74,II,可吸入颗粒物,良,2012-7,19
2252,通州新城,71,II,可吸入颗粒物,良,2012-7,19
2253,怀柔镇,76,II,可吸入颗粒物,良,2012-7,19
2254,东城东四,110,III1,可吸入颗粒物,轻微污染,2012-7,20
2255,西城万寿西宫,109,III1,可吸入颗粒物,轻微污染,2012-7,20
2256,朝阳奥体中心,118,III1,可吸入颗粒物,轻微污染,2012-7,20
2257,海淀北京植物园,120,III1,可吸入颗粒物,轻微污染,2012-7,20
2258,丰台花园,105,III1,可吸入颗粒物,轻微污染,2012-7,20
2259,通州新城,95,II,可吸入颗粒物,良,2012-7,20
2260,怀柔镇,94,II,可吸入颗粒物,良,2012-7,20
2261,东城东四,120,III1,可吸入颗粒物,轻微污染,2012-7,21
2262,西城万寿西宫,122,III1,可吸入颗粒物,轻微污染,2012-7,21
2263,朝阳奥体中心,131,III1,可吸入颗粒物,轻微污染,2012-7,21
2264,海淀北京植物园,144,III1,可吸入颗粒物,轻微污染,2012-7,21
2265,丰台花园,121,III1,可吸入颗粒物,轻微污染,2012-7,21
2266,通州新城,126,III1,可吸入颗粒物,轻微污染,2012-7,21
2267,怀柔镇,128,III1,可吸入颗粒物,轻微污染,2012-7,21
2268,东城东四,15,I,-,优,2012-7,22
2269,西城万寿西宫,17,I,-,优,2012-7,22
2270,朝阳奥体中心,15,I,-,优,2012-7,22
2271,海淀北京植物园,9,I,-,优,2012-7,22
2272,丰台花园,25,I,-,优,2012-7,22
2273,通州新城,22,I,-,优,2012-7,22
2274,怀柔镇,22,I,-,优,2012-7,22
2275,东城东四,36,I,-,优,2012-7,23
2276,西城万寿西宫,24,I,-,优,2012-7,23
2277,朝阳奥体中心,27,I,-,优,2012-7,23
2278,海淀北京植物园,13,I,-,优,2012-7,23
2279,丰台花园,34,I,-,优,2012-7,23
2280,通州新城,49,I,-,优,2012-7,23
2281,怀柔镇,13,I,-,优,2012-7,23
2282,东城东四,61,II,可吸入颗粒物,良,2012-7,24
2283,西城万寿西宫,56,II,可吸入颗粒物,良,2012-7,24
2284,朝阳奥体中心,64,II,可吸入颗粒物,良,2012-7,24
2285,海淀北京植物园,54,II,可吸入颗粒物,良,2012-7,24
2286,丰台花园,58,II,可吸入颗粒物,良,2012-7,24
2287,通州新城,51,II,可吸入颗粒物,良,2012-7,24
2288,怀柔镇,46,I,-,优,2012-7,24
2289,东城东四,71,II,可吸入颗粒物,良,2012-7,25
2290,西城万寿西宫,72,II,可吸入颗粒物,良,2012-7,25
2291,朝阳奥体中心,75,II,可吸入颗粒物,良,2012-7,25
2292,海淀北京植物园,72,II,可吸入颗粒物,良,2012-7,25
2293,丰台花园,67,II,可吸入颗粒物,良,2012-7,25
2294,通州新城,57,II,可吸入颗粒物,良,2012-7,25
2295,怀柔镇,61,II,可吸入颗粒物,良,2012-7,25
2296,东城东四,51,II,可吸入颗粒物,良,2012-7,26
2297,西城万寿西宫,47,I,-,优,2012-7,26
2298,朝阳奥体中心,54,II,可吸入颗粒物,良,2012-7,26
2299,海淀北京植物园,66,II,可吸入颗粒物,良,2012-7,26
2300,丰台花园,49,I,-,优,2012-7,26
2301,通州新城,29,I,-,优,2012-7,26
2302,怀柔镇,64,II,可吸入颗粒物,良,2012-7,26
2303,东城东四,53,II,可吸入颗粒物,良,2012-7,27
2304,西城万寿西宫,51,II,可吸入颗粒物,良,2012-7,27
2305,朝阳奥体中心,51,II,可吸入颗粒物,良,2012-7,27
2306,海淀北京植物园,49,I,-,优,2012-7,27
2307,丰台花园,53,II,可吸入颗粒物,良,2012-7,27
2308,通州新城,36,I,-,优,2012-7,27
2309,怀柔镇,27,I,-,优,2012-7,27
2310,东城东四,57,II,可吸入颗粒物,良,2012-7,28
2311,西城万寿西宫,51,II,可吸入颗粒物,良,2012-7,28
2312,朝阳奥体中心,58,II,可吸入颗粒物,良,2012-7,28
2313,海淀北京植物园,53,II,可吸入颗粒物,良,2012-7,28
2314,丰台花园,45,I,-,优,2012-7,28
2315,通州新城,58,II,可吸入颗粒物,良,2012-7,28
2316,怀柔镇,44,I,-,优,2012-7,28
2317,东城东四,60,II,可吸入颗粒物,良,2012-7,29
2318,西城万寿西宫,60,II,可吸入颗粒物,良,2012-7,29
2319,朝阳奥体中心,48,I,-,优,2012-7,29
2320,海淀北京植物园,54,II,可吸入颗粒物,良,2012-7,29
2321,丰台花园,64,II,可吸入颗粒物,良,2012-7,29
2322,通州新城,57,II,可吸入颗粒物,良,2012-7,29
2323,怀柔镇,44,I,-,优,2012-7,29
2324,东城东四,41,I,-,优,2012-7,30
2325,西城万寿西宫,27,I,-,优,2012-7,30
2326,朝阳奥体中心,30,I,-,优,2012-7,30
2327,海淀北京植物园,27,I,-,优,2012-7,30
2328,丰台花园,47,I,-,优,2012-7,30
2329,通州新城,35,I,-,优,2012-7,30
2330,怀柔镇,10,I,-,优,2012-7,30
2331,东城东四,35,I,-,优,2012-7,31
2332,西城万寿西宫,26,I,-,优,2012-7,31
2333,朝阳奥体中心,29,I,-,优,2012-7,31
2334,海淀北京植物园,27,I,-,优,2012-7,31
2335,丰台花园,27,I,-,优,2012-7,31
2336,通州新城,26,I,-,优,2012-7,31
2337,怀柔镇,17,I,-,优,2012-7,31
2338,东城东四,22,I,-,优,2012-8,1
2339,西城万寿西宫,21,I,-,优,2012-8,1
2340,朝阳奥体中心,22,I,-,优,2012-8,1
2341,海淀北京植物园,7,I,-,优,2012-8,1
2342,丰台花园,22,I,-,优,2012-8,1
2343,通州新城,17,I,-,优,2012-8,1
2344,怀柔镇,11,I,-,优,2012-8,1
2345,东城东四,20,I,-,优,2012-8,2
2346,西城万寿西宫,18,I,-,优,2012-8,2
2347,朝阳奥体中心,21,I,-,优,2012-8,2
2348,海淀北京植物园,13,I,-,优,2012-8,2
2349,丰台花园,24,I,-,优,2012-8,2
2350,通州新城,17,I,-,优,2012-8,2
2351,怀柔镇,12,I,-,优,2012-8,2
2352,东城东四,52,II,可吸入颗粒物,良,2012-8,3
2353,西城万寿西宫,51,II,可吸入颗粒物,良,2012-8,3
2354,朝阳奥体中心,56,II,可吸入颗粒物,良,2012-8,3
2355,海淀北京植物园,47,I,-,优,2012-8,3
2356,丰台花园,49,I,-,优,2012-8,3
2357,通州新城,40,I,-,优,2012-8,3
2358,怀柔镇,46,I,-,优,2012-8,3
2359,东城东四,40,I,-,优,2012-8,4
2360,西城万寿西宫,36,I,-,优,2012-8,4
2361,朝阳奥体中心,37,I,-,优,2012-8,4
2362,海淀北京植物园,48,I,-,优,2012-8,4
2363,丰台花园,42,I,-,优,2012-8,4
2364,通州新城,22,I,-,优,2012-8,4
2365,怀柔镇,35,I,-,优,2012-8,4
2366,东城东四,45,I,-,优,2012-8,5
2367,西城万寿西宫,51,II,可吸入颗粒物,良,2012-8,5
2368,朝阳奥体中心,46,I,-,优,2012-8,5
2369,海淀北京植物园,51,II,可吸入颗粒物,良,2012-8,5
2370,丰台花园,48,I,-,优,2012-8,5
2371,通州新城,37,I,-,优,2012-8,5
2372,怀柔镇,33,I,-,优,2012-8,5
2373,东城东四,60,II,可吸入颗粒物,良,2012-8,6
2374,西城万寿西宫,61,II,可吸入颗粒物,良,2012-8,6
2375,朝阳奥体中心,63,II,可吸入颗粒物,良,2012-8,6
2376,海淀北京植物园,60,II,可吸入颗粒物,良,2012-8,6
2377,丰台花园,63,II,可吸入颗粒物,良,2012-8,6
2378,通州新城,60,II,可吸入颗粒物,良,2012-8,6
2379,怀柔镇,51,II,可吸入颗粒物,良,2012-8,6
2380,东城东四,58,II,可吸入颗粒物,良,2012-8,7
2381,西城万寿西宫,61,II,可吸入颗粒物,良,2012-8,7
2382,朝阳奥体中心,58,II,可吸入颗粒物,良,2012-8,7
2383,海淀北京植物园,54,II,可吸入颗粒物,良,2012-8,7
2384,丰台花园,57,II,可吸入颗粒物,良,2012-8,7
2385,通州新城,58,II,可吸入颗粒物,良,2012-8,7
2386,怀柔镇,58,II,可吸入颗粒物,良,2012-8,7
2387,东城东四,66,II,可吸入颗粒物,良,2012-8,8
2388,西城万寿西宫,70,II,可吸入颗粒物,良,2012-8,8
2389,朝阳奥体中心,72,II,可吸入颗粒物,良,2012-8,8
2390,海淀北京植物园,61,II,可吸入颗粒物,良,2012-8,8
2391,丰台花园,71,II,可吸入颗粒物,良,2012-8,8
2392,通州新城,70,II,可吸入颗粒物,良,2012-8,8
2393,怀柔镇,63,II,可吸入颗粒物,良,2012-8,8
2394,东城东四,49,I,-,优,2012-8,9
2395,西城万寿西宫,52,II,可吸入颗粒物,良,2012-8,9
2396,朝阳奥体中心,51,II,可吸入颗粒物,良,2012-8,9
2397,海淀北京植物园,36,I,-,优,2012-8,9
2398,丰台花园,56,II,可吸入颗粒物,良,2012-8,9
2399,通州新城,53,II,可吸入颗粒物,良,2012-8,9
2400,怀柔镇,23,I,-,优,2012-8,9
2401,东城东四,76,II,可吸入颗粒物,良,2012-8,10
2402,西城万寿西宫,68,II,可吸入颗粒物,良,2012-8,10
2403,朝阳奥体中心,87,II,可吸入颗粒物,良,2012-8,10
2404,海淀北京植物园,65,II,可吸入颗粒物,良,2012-8,10
2405,丰台花园,72,II,可吸入颗粒物,良,2012-8,10
2406,通州新城,57,II,可吸入颗粒物,良,2012-8,10
2407,怀柔镇,58,II,可吸入颗粒物,良,2012-8,10
2408,东城东四,83,II,可吸入颗粒物,良,2012-8,11
2409,西城万寿西宫,80,II,可吸入颗粒物,良,2012-8,11
2410,朝阳奥体中心,91,II,可吸入颗粒物,良,2012-8,11
2411,海淀北京植物园,68,II,可吸入颗粒物,良,2012-8,11
2412,丰台花园,80,II,可吸入颗粒物,良,2012-8,11
2413,通州新城,64,II,可吸入颗粒物,良,2012-8,11
2414,怀柔镇,63,II,可吸入颗粒物,良,2012-8,11
2415,东城东四,49,I,-,优,2012-8,12
2416,西城万寿西宫,42,I,-,优,2012-8,12
2417,朝阳奥体中心,36,I,-,优,2012-8,12
2418,海淀北京植物园,37,I,-,优,2012-8,12
2419,丰台花园,41,I,-,优,2012-8,12
2420,通州新城,27,I,-,优,2012-8,12
2421,怀柔镇,42,I,-,优,2012-8,12
2422,东城东四,39,I,-,优,2012-8,13
2423,西城万寿西宫,35,I,-,优,2012-8,13
2424,朝阳奥体中心,31,I,-,优,2012-8,13
2425,海淀北京植物园,34,I,-,优,2012-8,13
2426,丰台花园,39,I,-,优,2012-8,13
2427,通州新城,27,I,-,优,2012-8,13
2428,怀柔镇,35,I,-,优,2012-8,13
2429,东城东四,71,II,可吸入颗粒物,良,2012-8,14
2430,西城万寿西宫,68,II,可吸入颗粒物,良,2012-8,14
2431,朝阳奥体中心,68,II,可吸入颗粒物,良,2012-8,14
2432,海淀北京植物园,49,I,-,优,2012-8,14
2433,丰台花园,66,II,可吸入颗粒物,良,2012-8,14
2434,通州新城,57,II,可吸入颗粒物,良,2012-8,14
2435,怀柔镇,39,I,-,优,2012-8,14
2436,东城东四,60,II,可吸入颗粒物,良,2012-8,15
2437,西城万寿西宫,60,II,可吸入颗粒物,良,2012-8,15
2438,朝阳奥体中心,62,II,可吸入颗粒物,良,2012-8,15
2439,海淀北京植物园,54,II,可吸入颗粒物,良,2012-8,15
2440,丰台花园,59,II,可吸入颗粒物,良,2012-8,15
2441,通州新城,53,II,可吸入颗粒物,良,2012-8,15
2442,怀柔镇,57,II,可吸入颗粒物,良,2012-8,15
2443,东城东四,73,II,可吸入颗粒物,良,2012-8,16
2444,西城万寿西宫,74,II,可吸入颗粒物,良,2012-8,16
2445,朝阳奥体中心,76,II,可吸入颗粒物,良,2012-8,16
2446,海淀北京植物园,54,II,可吸入颗粒物,良,2012-8,16
2447,丰台花园,73,II,可吸入颗粒物,良,2012-8,16
2448,通州新城,80,II,可吸入颗粒物,良,2012-8,16
2449,怀柔镇,54,II,可吸入颗粒物,良,2012-8,16
2450,东城东四,82,II,可吸入颗粒物,良,2012-8,17
2451,西城万寿西宫,85,II,可吸入颗粒物,良,2012-8,17
2452,朝阳奥体中心,86,II,可吸入颗粒物,良,2012-8,17
2453,海淀北京植物园,76,II,可吸入颗粒物,良,2012-8,17
2454,丰台花园,80,II,可吸入颗粒物,良,2012-8,17
2455,通州新城,75,II,可吸入颗粒物,良,2012-8,17
2456,怀柔镇,87,II,可吸入颗粒物,良,2012-8,17
2457,东城东四,105,III1,可吸入颗粒物,轻微污染,2012-8,18
2458,西城万寿西宫,106,III1,可吸入颗粒物,轻微污染,2012-8,18
2459,朝阳奥体中心,114,III1,可吸入颗粒物,轻微污染,2012-8,18
2460,海淀北京植物园,118,III1,可吸入颗粒物,轻微污染,2012-8,18
2461,丰台花园,107,III1,可吸入颗粒物,轻微污染,2012-8,18
2462,通州新城,93,II,可吸入颗粒物,良,2012-8,18
2463,怀柔镇,106,III1,可吸入颗粒物,轻微污染,2012-8,18
2464,东城东四,98,II,可吸入颗粒物,良,2012-8,19
2465,西城万寿西宫,90,II,可吸入颗粒物,良,2012-8,19
2466,朝阳奥体中心,93,II,可吸入颗粒物,良,2012-8,19
2467,海淀北京植物园,74,II,可吸入颗粒物,良,2012-8,19
2468,丰台花园,88,II,可吸入颗粒物,良,2012-8,19
2469,通州新城,76,II,可吸入颗粒物,良,2012-8,19
2470,怀柔镇,65,II,可吸入颗粒物,良,2012-8,19
2471,东城东四,92,II,可吸入颗粒物,良,2012-8,20
2472,西城万寿西宫,98,II,可吸入颗粒物,良,2012-8,20
2473,朝阳奥体中心,99,II,可吸入颗粒物,良,2012-8,20
2474,海淀北京植物园,84,II,可吸入颗粒物,良,2012-8,20
2475,丰台花园,94,II,可吸入颗粒物,良,2012-8,20
2476,通州新城,79,II,可吸入颗粒物,良,2012-8,20
2477,怀柔镇,80,II,可吸入颗粒物,良,2012-8,20
2478,东城东四,31,I,-,优,2012-8,21
2479,西城万寿西宫,26,I,-,优,2012-8,21
2480,朝阳奥体中心,19,I,-,优,2012-8,21
2481,海淀北京植物园,52,II,可吸入颗粒物,良,2012-8,21
2482,丰台花园,34,I,-,优,2012-8,21
2483,通州新城,25,I,-,优,2012-8,21
2484,怀柔镇,19,I,-,优,2012-8,21
2485,东城东四,48,I,-,优,2012-8,22
2486,西城万寿西宫,39,I,-,优,2012-8,22
2487,朝阳奥体中心,42,I,-,优,2012-8,22
2488,海淀北京植物园,29,I,-,优,2012-8,22
2489,丰台花园,48,I,-,优,2012-8,22
2490,通州新城,56,II,可吸入颗粒物,良,2012-8,22
2491,怀柔镇,24,I,-,优,2012-8,22
2492,东城东四,79,II,可吸入颗粒物,良,2012-8,23
2493,西城万寿西宫,78,II,可吸入颗粒物,良,2012-8,23
2494,朝阳奥体中心,90,II,可吸入颗粒物,良,2012-8,23
2495,海淀北京植物园,61,II,可吸入颗粒物,良,2012-8,23
2496,丰台花园,73,II,可吸入颗粒物,良,2012-8,23
